individual_id,species,population,river,habitat,TL_mm,landmark,x,y
Hopli_Xin_05,Hoplias_malabaricus,Xingu,Xingu,fast,362.2883716392207,8,0.8182,0.2119
Hopli_Xin_05,Hoplias_malabaricus,Xingu,Xingu,fast,467.27996673858263,9,1.1386,0.621
Hopli_Xin_05,Hoplias_malabaricus,Xingu,Xingu,fast,528.8030189384829,10,1.1285,0.4154
Hopli_Xin_05,Hoplias_malabaricus,Xingu,Xingu,fast,358.67269751210097,11,1.5281,0.6803
Hopli_Xin_05,Hoplias_malabaricus,Xingu,Xingu,fast,494.7637391101511,12,1.5067,0.3288
Hopli_Xin_06,Hoplias_malabaricus,Xingu,Xingu,fast,506.4577471068693,1,-0.0013,0.5542
Hopli_Xin_06,Hoplias_malabaricus,Xingu,Xingu,fast,419.4986013786268,2,0.1564,0.4541
Hopli_Xin_06,Hoplias_malabaricus,Xingu,Xingu,fast,411.3938747002948,3,0.1601,0.6156
Hopli_Xin_06,Hoplias_malabaricus,Xingu,Xingu,fast,481.8060656485735,4,0.2518,0.6145
Hopli_Xin_06,Hoplias_malabaricus,Xingu,Xingu,fast,507.1312458946057,5,0.378,0.7614
Hopli_Xin_06,Hoplias_malabaricus,Xingu,Xingu,fast,471.0250268339095,6,0.392,0.3101
Hopli_Xin_06,Hoplias_malabaricus,Xingu,Xingu,fast,549.3014358402145,7,0.6136,0.8312
Hopli_Xin_06,Hoplias_malabaricus,Xingu,Xingu,fast,424.67392658167387,8,0.7558,0.2091
Hopli_Xin_06,Hoplias_malabaricus,Xingu,Xingu,fast,374.25996779152297,9,0.9957,0.6219
Hopli_Xin_06,Hoplias_malabaricus,Xingu,Xingu,fast,542.5829650906669,10,0.9902,0.4119
Hopli_Xin_06,Hoplias_malabaricus,Xingu,Xingu,fast,369.0371536224893,11,1.3216,0.6761
Hopli_Xin_06,Hoplias_malabaricus,Xingu,Xingu,fast,361.41303299917456,12,1.3199,0.3395
Hopli_Xin_07,Hoplias_malabaricus,Xingu,Xingu,fast,481.049057231198,1,0.0179,0.5527
Hopli_Xin_07,Hoplias_malabaricus,Xingu,Xingu,fast,455.552100751264,2,0.1485,0.4698
Hopli_Xin_07,Hoplias_malabaricus,Xingu,Xingu,fast,358.85067030305544,3,0.1949,0.6164
Hopli_Xin_07,Hoplias_malabaricus,Xingu,Xingu,fast,490.3382864149069,4,0.2926,0.6279
Hopli_Xin_07,Hoplias_malabaricus,Xingu,Xingu,fast,461.8434201305995,5,0.466,0.7594
Hopli_Xin_07,Hoplias_malabaricus,Xingu,Xingu,fast,427.8001075951264,6,0.4529,0.3451
Hopli_Xin_07,Hoplias_malabaricus,Xingu,Xingu,fast,511.47110379253104,7,0.7433,0.8537
Hopli_Xin_07,Hoplias_malabaricus,Xingu,Xingu,fast,397.97968501512605,8,0.8937,0.194
Hopli_Xin_07,Hoplias_malabaricus,Xingu,Xingu,fast,431.74909143183663,9,1.1993,0.6154
Hopli_Xin_07,Hoplias_malabaricus,Xingu,Xingu,fast,547.767508418226,10,1.1941,0.423
Hopli_Xin_07,Hoplias_malabaricus,Xingu,Xingu,fast,448.29735433543084,11,1.5797,0.6692
Hopli_Xin_07,Hoplias_malabaricus,Xingu,Xingu,fast,397.7172513490928,12,1.5821,0.3078
Hopli_Xin_08,Hoplias_malabaricus,Xingu,Xingu,fast,377.13933309087685,1,0.0087,0.547
Hopli_Xin_08,Hoplias_malabaricus,Xingu,Xingu,fast,528.6043895346206,2,0.1658,0.4456
Hopli_Xin_08,Hoplias_malabaricus,Xingu,Xingu,fast,515.493735105541,3,0.1878,0.6294
Hopli_Xin_08,Hoplias_malabaricus,Xingu,Xingu,fast,521.8567678387858,4,0.297,0.6426
Hopli_Xin_08,Hoplias_malabaricus,Xingu,Xingu,fast,506.9021865332126,5,0.4447,0.7453
Hopli_Xin_08,Hoplias_malabaricus,Xingu,Xingu,fast,523.0675330360411,6,0.4589,0.3091
Hopli_Xin_08,Hoplias_malabaricus,Xingu,Xingu,fast,467.98943785683014,7,0.7296,0.8333
Hopli_Xin_08,Hoplias_malabaricus,Xingu,Xingu,fast,440.2722727491396,8,0.8723,0.2007
Hopli_Xin_08,Hoplias_malabaricus,Xingu,Xingu,fast,411.424342487891,9,1.1936,0.6138
Hopli_Xin_08,Hoplias_malabaricus,Xingu,Xingu,fast,507.21975488884334,10,1.198,0.4215
Hopli_Xin_08,Hoplias_malabaricus,Xingu,Xingu,fast,367.1503930105745,11,1.5626,0.6608
Hopli_Xin_08,Hoplias_malabaricus,Xingu,Xingu,fast,461.79502864268784,12,1.5731,0.3266
Hopli_Xin_09,Hoplias_malabaricus,Xingu,Xingu,fast,497.2922752884941,1,-0.0072,0.5379
Hopli_Xin_09,Hoplias_malabaricus,Xingu,Xingu,fast,526.3922766406774,2,0.119,0.4562
Hopli_Xin_09,Hoplias_malabaricus,Xingu,Xingu,fast,468.0329486917677,3,0.1619,0.6139
Hopli_Xin_09,Hoplias_malabaricus,Xingu,Xingu,fast,532.222036376328,4,0.2633,0.6176
Hopli_Xin_09,Hoplias_malabaricus,Xingu,Xingu,fast,525.035826668518,5,0.4046,0.7642
Hopli_Xin_09,Hoplias_malabaricus,Xingu,Xingu,fast,508.189832862146,6,0.4048,0.2956
Hopli_Xin_09,Hoplias_malabaricus,Xingu,Xingu,fast,434.9470378960214,7,0.666,0.8431
Hopli_Xin_09,Hoplias_malabaricus,Xingu,Xingu,fast,530.6004839613245,8,0.7851,0.2049
Hopli_Xin_09,Hoplias_malabaricus,Xingu,Xingu,fast,463.49826335808217,9,1.0648,0.6241
Hopli_Xin_09,Hoplias_malabaricus,Xingu,Xingu,fast,423.19094476913676,10,1.0759,0.4176
Hopli_Xin_09,Hoplias_malabaricus,Xingu,Xingu,fast,364.2241140427735,11,1.3964,0.6847
Hopli_Xin_09,Hoplias_malabaricus,Xingu,Xingu,fast,445.3752228516672,12,1.3955,0.3109
Hopli_Xin_10,Hoplias_malabaricus,Xingu,Xingu,fast,367.92227019312344,1,0.015,0.5519
Hopli_Xin_10,Hoplias_malabaricus,Xingu,Xingu,fast,384.50670211422954,2,0.1344,0.4509
Hopli_Xin_10,Hoplias_malabaricus,Xingu,Xingu,fast,470.13408655968146,3,0.2103,0.6339
Hopli_Xin_10,Hoplias_malabaricus,Xingu,Xingu,fast,413.13752297615594,4,0.2891,0.6318
Hopli_Xin_10,Hoplias_malabaricus,Xingu,Xingu,fast,495.589916587058,5,0.4273,0.7765
Hopli_Xin_10,Hoplias_malabaricus,Xingu,Xingu,fast,454.9374243450722,6,0.4214,0.333
Hopli_Xin_10,Hoplias_malabaricus,Xingu,Xingu,fast,406.01624066382067,7,0.6871,0.8242
Hopli_Xin_10,Hoplias_malabaricus,Xingu,Xingu,fast,405.7405633356658,8,0.8591,0.2154
Hopli_Xin_10,Hoplias_malabaricus,Xingu,Xingu,fast,374.5427504488288,9,1.1497,0.625
Hopli_Xin_10,Hoplias_malabaricus,Xingu,Xingu,fast,498.53231682655417,10,1.1179,0.4197
Hopli_Xin_10,Hoplias_malabaricus,Xingu,Xingu,fast,389.7667723038213,11,1.4864,0.6788
Hopli_Xin_10,Hoplias_malabaricus,Xingu,Xingu,fast,524.891331815812,12,1.4701,0.312
Hopli_Xin_11,Hoplias_malabaricus,Xingu,Xingu,fast,471.2359874003962,1,-0.0108,0.5218
Hopli_Xin_11,Hoplias_malabaricus,Xingu,Xingu,fast,435.1405001837047,2,0.1303,0.4409
Hopli_Xin_11,Hoplias_malabaricus,Xingu,Xingu,fast,456.36328646098116,3,0.1877,0.6088
Hopli_Xin_11,Hoplias_malabaricus,Xingu,Xingu,fast,389.23183053621347,4,0.2867,0.6255
Hopli_Xin_11,Hoplias_malabaricus,Xingu,Xingu,fast,360.0010844053748,5,0.4268,0.7723
Hopli_Xin_11,Hoplias_malabaricus,Xingu,Xingu,fast,523.5531522318037,6,0.4286,0.324
Hopli_Xin_11,Hoplias_malabaricus,Xingu,Xingu,fast,531.5679263693052,7,0.7063,0.8108
Hopli_Xin_11,Hoplias_malabaricus,Xingu,Xingu,fast,474.5069352519058,8,0.8395,0.1951
Hopli_Xin_11,Hoplias_malabaricus,Xingu,Xingu,fast,384.49735703153914,9,1.1243,0.6257
Hopli_Xin_11,Hoplias_malabaricus,Xingu,Xingu,fast,404.92522232884534,10,1.1065,0.4008
Hopli_Xin_11,Hoplias_malabaricus,Xingu,Xingu,fast,522.8767230059068,11,1.4878,0.6789
Hopli_Xin_11,Hoplias_malabaricus,Xingu,Xingu,fast,382.76646533434734,12,1.4852,0.3136
Hopli_Xin_12,Hoplias_malabaricus,Xingu,Xingu,fast,408.81692029922306,1,0.0098,0.5484
Hopli_Xin_12,Hoplias_malabaricus,Xingu,Xingu,fast,501.3497590409079,2,0.1613,0.471
Hopli_Xin_12,Hoplias_malabaricus,Xingu,Xingu,fast,544.3829681979748,3,0.1902,0.6331
Hopli_Xin_12,Hoplias_malabaricus,Xingu,Xingu,fast,422.6790395292529,4,0.3019,0.6138
Hopli_Xin_12,Hoplias_malabaricus,Xingu,Xingu,fast,385.55471886675264,5,0.4463,0.7546
Hopli_Xin_12,Hoplias_malabaricus,Xingu,Xingu,fast,453.28392442866505,6,0.4488,0.2909
Hopli_Xin_12,Hoplias_malabaricus,Xingu,Xingu,fast,364.35861339153394,7,0.7436,0.8417
Hopli_Xin_12,Hoplias_malabaricus,Xingu,Xingu,fast,434.1307782773231,8,0.9191,0.2226
Hopli_Xin_12,Hoplias_malabaricus,Xingu,Xingu,fast,410.60201321895306,9,1.2079,0.627
Hopli_Xin_12,Hoplias_malabaricus,Xingu,Xingu,fast,547.99018262856,10,1.2061,0.4298
Hopli_Xin_12,Hoplias_malabaricus,Xingu,Xingu,fast,423.61980922314615,11,1.5948,0.6812
Hopli_Xin_12,Hoplias_malabaricus,Xingu,Xingu,fast,477.0735201164125,12,1.6118,0.3257
Hopli_Toc_01,Hoplias_malabaricus,Tocantins,Tocantins,slow,526.2935817060088,1,0.0101,0.5371
Hopli_Toc_01,Hoplias_malabaricus,Tocantins,Tocantins,slow,395.4443339019002,2,0.1442,0.4321
Hopli_Toc_01,Hoplias_malabaricus,Tocantins,Tocantins,slow,387.67487672122166,3,0.1872,0.6141
Hopli_Toc_01,Hoplias_malabaricus,Tocantins,Tocantins,slow,532.164328505702,4,0.2578,0.607
Hopli_Toc_01,Hoplias_malabaricus,Tocantins,Tocantins,slow,515.7762964906581,5,0.3771,0.7533
Hopli_Toc_01,Hoplias_malabaricus,Tocantins,Tocantins,slow,455.7749171033165,6,0.3843,0.3152
Hopli_Toc_01,Hoplias_malabaricus,Tocantins,Tocantins,slow,545.4143374024457,7,0.5806,0.8049
Hopli_Toc_01,Hoplias_malabaricus,Tocantins,Tocantins,slow,547.0100155974563,8,0.706,0.1945
Hopli_Toc_01,Hoplias_malabaricus,Tocantins,Tocantins,slow,413.5286074322334,9,0.9673,0.6223
Hopli_Toc_01,Hoplias_malabaricus,Tocantins,Tocantins,slow,434.2286533023591,10,0.9439,0.4335
Hopli_Toc_01,Hoplias_malabaricus,Tocantins,Tocantins,slow,465.8714781552824,11,1.3095,0.5938
Hopli_Toc_01,Hoplias_malabaricus,Tocantins,Tocantins,slow,376.9907864059694,12,1.2747,0.4121
Hopli_Toc_02,Hoplias_malabaricus,Tocantins,Tocantins,slow,377.01456459010285,1,0.001,0.5348
Hopli_Toc_02,Hoplias_malabaricus,Tocantins,Tocantins,slow,464.16234598645656,2,0.1487,0.4639
Hopli_Toc_02,Hoplias_malabaricus,Tocantins,Tocantins,slow,533.032114531561,3,0.2048,0.6303
Hopli_Toc_02,Hoplias_malabaricus,Tocantins,Tocantins,slow,411.06148839216814,4,0.3023,0.6385
Hopli_Toc_02,Hoplias_malabaricus,Tocantins,Tocantins,slow,508.4196420626622,5,0.4722,0.7697
Hopli_Toc_02,Hoplias_malabaricus,Tocantins,Tocantins,slow,487.1444306469585,6,0.4626,0.3316
Hopli_Toc_02,Hoplias_malabaricus,Tocantins,Tocantins,slow,450.09066277559316,7,0.6852,0.8314
Hopli_Toc_02,Hoplias_malabaricus,Tocantins,Tocantins,slow,519.2565291829395,8,0.8442,0.2282
Hopli_Toc_02,Hoplias_malabaricus,Tocantins,Tocantins,slow,541.8819062510024,9,1.1362,0.6225
Hopli_Toc_02,Hoplias_malabaricus,Tocantins,Tocantins,slow,361.40381279860804,10,1.165,0.4307
Hopli_Toc_02,Hoplias_malabaricus,Tocantins,Tocantins,slow,514.2050138439967,11,1.5177,0.5922
Hopli_Toc_02,Hoplias_malabaricus,Tocantins,Tocantins,slow,516.1067462740497,12,1.5323,0.4066
Hopli_Toc_03,Hoplias_malabaricus,Tocantins,Tocantins,slow,451.7019265793727,1,0.0141,0.5435
Hopli_Toc_03,Hoplias_malabaricus,Tocantins,Tocantins,slow,476.3894873136602,2,0.1286,0.4261
Hopli_Toc_03,Hoplias_malabaricus,Tocantins,Tocantins,slow,371.6851959865193,3,0.1701,0.6348
Hopli_Toc_03,Hoplias_malabaricus,Tocantins,Tocantins,slow,416.24365866011965,4,0.261,0.6136
Hopli_Toc_03,Hoplias_malabaricus,Tocantins,Tocantins,slow,464.82963339768014,5,0.3993,0.7614
Hopli_Toc_03,Hoplias_malabaricus,Tocantins,Tocantins,slow,373.6082872840709,6,0.3869,0.3166
Hopli_Toc_03,Hoplias_malabaricus,Tocantins,Tocantins,slow,434.7086832655459,7,0.6083,0.8197
Hopli_Toc_03,Hoplias_malabaricus,Tocantins,Tocantins,slow,519.8037632423772,8,0.7468,0.1792
Hopli_Toc_03,Hoplias_malabaricus,Tocantins,Tocantins,slow,534.7619506081435,9,0.9935,0.6087
Hopli_Toc_03,Hoplias_malabaricus,Tocantins,Tocantins,slow,464.3120289109489,10,1.0038,0.4347
Hopli_Toc_03,Hoplias_malabaricus,Tocantins,Tocantins,slow,475.45459656019653,11,1.3366,0.6041
Hopli_Toc_03,Hoplias_malabaricus,Tocantins,Tocantins,slow,373.43247080742805,12,1.3413,0.3738
Hopli_Toc_04,Hoplias_malabaricus,Tocantins,Tocantins,slow,364.84996475237915,1,-0.0117,0.5411
Hopli_Toc_04,Hoplias_malabaricus,Tocantins,Tocantins,slow,488.62894296792877,2,0.1403,0.4626
Hopli_Toc_04,Hoplias_malabaricus,Tocantins,Tocantins,slow,386.9015947354834,3,0.1783,0.6135
Hopli_Toc_04,Hoplias_malabaricus,Tocantins,Tocantins,slow,526.5279486874954,4,0.3031,0.6261
Hopli_Toc_04,Hoplias_malabaricus,Tocantins,Tocantins,slow,399.908059189293,5,0.4306,0.7664
Hopli_Toc_04,Hoplias_malabaricus,Tocantins,Tocantins,slow,357.572074179895,6,0.4354,0.3062
Hopli_Toc_04,Hoplias_malabaricus,Tocantins,Tocantins,slow,493.64444434833365,7,0.6389,0.8495
Hopli_Toc_04,Hoplias_malabaricus,Tocantins,Tocantins,slow,544.9916554511112,8,0.8063,0.1829
Hopli_Toc_04,Hoplias_malabaricus,Tocantins,Tocantins,slow,528.8096825645117,9,1.0841,0.6224
Hopli_Toc_04,Hoplias_malabaricus,Tocantins,Tocantins,slow,359.843490153831,10,1.0811,0.4214
Hopli_Toc_04,Hoplias_malabaricus,Tocantins,Tocantins,slow,384.10185953010125,11,1.4303,0.609
Hopli_Toc_04,Hoplias_malabaricus,Tocantins,Tocantins,slow,493.35527023238626,12,1.4251,0.3942
Hopli_Toc_05,Hoplias_malabaricus,Tocantins,Tocantins,slow,380.4903239519737,1,0.0084,0.5341
Hopli_Toc_05,Hoplias_malabaricus,Tocantins,Tocantins,slow,512.6448010124014,2,0.1285,0.4509
Hopli_Toc_05,Hoplias_malabaricus,Tocantins,Tocantins,slow,505.7085072573688,3,0.178,0.631
Hopli_Toc_05,Hoplias_malabaricus,Tocantins,Tocantins,slow,426.18892103864266,4,0.2505,0.6119
Hopli_Toc_05,Hoplias_malabaricus,Tocantins,Tocantins,slow,397.05413584586734,5,0.3997,0.7631
Hopli_Toc_05,Hoplias_malabaricus,Tocantins,Tocantins,slow,447.1888288635136,6,0.3998,0.3079
Hopli_Toc_05,Hoplias_malabaricus,Tocantins,Tocantins,slow,377.1353334577497,7,0.6024,0.8219
Hopli_Toc_05,Hoplias_malabaricus,Tocantins,Tocantins,slow,539.7733646589168,8,0.735,0.2081
Hopli_Toc_05,Hoplias_malabaricus,Tocantins,Tocantins,slow,504.37142896867357,9,1.0012,0.5979
Hopli_Toc_05,Hoplias_malabaricus,Tocantins,Tocantins,slow,411.1617973418766,10,0.9905,0.4189
Hopli_Toc_05,Hoplias_malabaricus,Tocantins,Tocantins,slow,460.5600695404041,11,1.3271,0.621
Hopli_Toc_05,Hoplias_malabaricus,Tocantins,Tocantins,slow,510.9637210039943,12,1.3356,0.3854
Hopli_Toc_06,Hoplias_malabaricus,Tocantins,Tocantins,slow,517.6828372224115,1,0.0023,0.5568
Hopli_Toc_06,Hoplias_malabaricus,Tocantins,Tocantins,slow,371.11718520052415,2,0.1233,0.4503
Hopli_Toc_06,Hoplias_malabaricus,Tocantins,Tocantins,slow,385.8149007607235,3,0.1895,0.6373
Hopli_Toc_06,Hoplias_malabaricus,Tocantins,Tocantins,slow,367.8277376598181,4,0.2662,0.6135
Hopli_Toc_06,Hoplias_malabaricus,Tocantins,Tocantins,slow,368.6844293386077,5,0.3899,0.7529
Hopli_Toc_06,Hoplias_malabaricus,Tocantins,Tocantins,slow,490.96834834809215,6,0.3877,0.2986
Hopli_Toc_06,Hoplias_malabaricus,Tocantins,Tocantins,slow,382.6860371905511,7,0.5919,0.8437
Hopli_Toc_06,Hoplias_malabaricus,Tocantins,Tocantins,slow,375.6815867291792,8,0.7253,0.1953
Hopli_Toc_06,Hoplias_malabaricus,Tocantins,Tocantins,slow,497.702703334965,9,1.0044,0.62
Hopli_Toc_06,Hoplias_malabaricus,Tocantins,Tocantins,slow,536.071304887539,10,0.9795,0.4256
Hopli_Toc_06,Hoplias_malabaricus,Tocantins,Tocantins,slow,434.01555517692566,11,1.3228,0.5965
Hopli_Toc_06,Hoplias_malabaricus,Tocantins,Tocantins,slow,379.2490164612149,12,1.3235,0.3891
Hopli_Toc_07,Hoplias_malabaricus,Tocantins,Tocantins,slow,411.31171039028226,1,-0.005,0.5518
Hopli_Toc_07,Hoplias_malabaricus,Tocantins,Tocantins,slow,455.459356563994,2,0.1148,0.4647
Hopli_Toc_07,Hoplias_malabaricus,Tocantins,Tocantins,slow,424.6135561807655,3,0.1661,0.6151
Hopli_Toc_07,Hoplias_malabaricus,Tocantins,Tocantins,slow,526.5689655692038,4,0.2567,0.6326
Hopli_Toc_07,Hoplias_malabaricus,Tocantins,Tocantins,slow,423.118354911253,5,0.3757,0.7518
Hopli_Toc_07,Hoplias_malabaricus,Tocantins,Tocantins,slow,467.84454638929566,6,0.3866,0.2989
Hopli_Toc_07,Hoplias_malabaricus,Tocantins,Tocantins,slow,404.49930536034003,7,0.5846,0.8293
Hopli_Toc_07,Hoplias_malabaricus,Tocantins,Tocantins,slow,490.5568199045876,8,0.7037,0.1929
Hopli_Toc_07,Hoplias_malabaricus,Tocantins,Tocantins,slow,372.2816067081877,9,1.0001,0.6162
Hopli_Toc_07,Hoplias_malabaricus,Tocantins,Tocantins,slow,541.3902881081821,10,0.9644,0.4121
Hopli_Toc_07,Hoplias_malabaricus,Tocantins,Tocantins,slow,527.5308109965916,11,1.2886,0.5928
Hopli_Toc_07,Hoplias_malabaricus,Tocantins,Tocantins,slow,469.08645910188295,12,1.2716,0.3878
Hopli_Toc_08,Hoplias_malabaricus,Tocantins,Tocantins,slow,504.923517128874,1,0.0137,0.5488
Hopli_Toc_08,Hoplias_malabaricus,Tocantins,Tocantins,slow,434.29086017690963,2,0.1372,0.4566
Hopli_Toc_08,Hoplias_malabaricus,Tocantins,Tocantins,slow,522.5046204730077,3,0.1951,0.6298
Hopli_Toc_08,Hoplias_malabaricus,Tocantins,Tocantins,slow,371.70021009661474,4,0.2994,0.6386
Hopli_Toc_08,Hoplias_malabaricus,Tocantins,Tocantins,slow,435.59379005207796,5,0.4447,0.7387
Hopli_Toc_08,Hoplias_malabaricus,Tocantins,Tocantins,slow,358.9989396857123,6,0.4149,0.3177
Hopli_Toc_08,Hoplias_malabaricus,Tocantins,Tocantins,slow,418.21224222739914,7,0.6499,0.8214
Hopli_Toc_08,Hoplias_malabaricus,Tocantins,Tocantins,slow,443.46488242917826,8,0.8182,0.2171
Hopli_Toc_08,Hoplias_malabaricus,Tocantins,Tocantins,slow,534.6566149025388,9,1.0904,0.6303
Hopli_Toc_08,Hoplias_malabaricus,Tocantins,Tocantins,slow,547.0826055641352,10,1.0915,0.4211
Hopli_Toc_08,Hoplias_malabaricus,Tocantins,Tocantins,slow,479.8028849111518,11,1.4531,0.6102
Hopli_Toc_08,Hoplias_malabaricus,Tocantins,Tocantins,slow,404.3909048575954,12,1.4615,0.386
Hopli_Toc_09,Hoplias_malabaricus,Tocantins,Tocantins,slow,460.0386298366723,1,0.0134,0.5408
Hopli_Toc_09,Hoplias_malabaricus,Tocantins,Tocantins,slow,390.9284935391038,2,0.14,0.4515
Hopli_Toc_09,Hoplias_malabaricus,Tocantins,Tocantins,slow,551.8472539977217,3,0.2053,0.6398
Hopli_Toc_09,Hoplias_malabaricus,Tocantins,Tocantins,slow,525.5633309995643,4,0.2852,0.6346
Hopli_Toc_09,Hoplias_malabaricus,Tocantins,Tocantins,slow,365.6354477165607,5,0.426,0.764
Hopli_Toc_09,Hoplias_malabaricus,Tocantins,Tocantins,slow,477.75721310827856,6,0.4112,0.2868
Hopli_Toc_09,Hoplias_malabaricus,Tocantins,Tocantins,slow,459.62625401019295,7,0.6096,0.8027
Hopli_Toc_09,Hoplias_malabaricus,Tocantins,Tocantins,slow,540.7820690635834,8,0.7595,0.2124
Hopli_Toc_09,Hoplias_malabaricus,Tocantins,Tocantins,slow,522.0070989465282,9,1.0389,0.6116
Hopli_Toc_09,Hoplias_malabaricus,Tocantins,Tocantins,slow,478.2141530927248,10,1.0472,0.4354
Hopli_Toc_09,Hoplias_malabaricus,Tocantins,Tocantins,slow,440.7182395297008,11,1.3871,0.609
Hopli_Toc_09,Hoplias_malabaricus,Tocantins,Tocantins,slow,460.7166164409325,12,1.3803,0.3987
Hopli_Toc_10,Hoplias_malabaricus,Tocantins,Tocantins,slow,396.6188636718712,1,0.0045,0.5327
Hopli_Toc_10,Hoplias_malabaricus,Tocantins,Tocantins,slow,445.4669656481592,2,0.1525,0.4347
Hopli_Toc_10,Hoplias_malabaricus,Tocantins,Tocantins,slow,470.2570363085989,3,0.2079,0.6258
Hopli_Toc_10,Hoplias_malabaricus,Tocantins,Tocantins,slow,362.89937142987327,4,0.3074,0.637
Hopli_Toc_10,Hoplias_malabaricus,Tocantins,Tocantins,slow,409.2833933820973,5,0.4657,0.7633
Hopli_Toc_10,Hoplias_malabaricus,Tocantins,Tocantins,slow,376.5303333166165,6,0.44,0.3144
Hopli_Toc_10,Hoplias_malabaricus,Tocantins,Tocantins,slow,400.4879785625485,7,0.6977,0.8438
Hopli_Toc_10,Hoplias_malabaricus,Tocantins,Tocantins,slow,449.1519440984156,8,0.8365,0.2004
Hopli_Toc_10,Hoplias_malabaricus,Tocantins,Tocantins,slow,380.41006165696126,9,1.1738,0.6185
Hopli_Toc_10,Hoplias_malabaricus,Tocantins,Tocantins,slow,429.8643592751597,10,1.148,0.4254
Hopli_Toc_10,Hoplias_malabaricus,Tocantins,Tocantins,slow,515.8529424880523,11,1.5436,0.6099
Hopli_Toc_10,Hoplias_malabaricus,Tocantins,Tocantins,slow,457.20128671216344,12,1.5476,0.3895
Hopli_Toc_11,Hoplias_malabaricus,Tocantins,Tocantins,slow,501.7652681728648,1,-0.0061,0.5522
Hopli_Toc_11,Hoplias_malabaricus,Tocantins,Tocantins,slow,373.25140508186314,2,0.1431,0.4495
Hopli_Toc_11,Hoplias_malabaricus,Tocantins,Tocantins,slow,523.7502638165329,3,0.2082,0.6284
Hopli_Toc_11,Hoplias_malabaricus,Tocantins,Tocantins,slow,481.238699802533,4,0.2893,0.6153
Hopli_Toc_11,Hoplias_malabaricus,Tocantins,Tocantins,slow,380.0883192169798,5,0.4121,0.7839
Hopli_Toc_11,Hoplias_malabaricus,Tocantins,Tocantins,slow,443.82388807374105,6,0.4274,0.3125
Hopli_Toc_11,Hoplias_malabaricus,Tocantins,Tocantins,slow,391.91318501682366,7,0.6197,0.831
Hopli_Toc_11,Hoplias_malabaricus,Tocantins,Tocantins,slow,534.5827149709125,8,0.7835,0.2072
Hopli_Toc_11,Hoplias_malabaricus,Tocantins,Tocantins,slow,474.0138447143141,9,1.0621,0.6251
Hopli_Toc_11,Hoplias_malabaricus,Tocantins,Tocantins,slow,387.5129037124466,10,1.0553,0.4303
Hopli_Toc_11,Hoplias_malabaricus,Tocantins,Tocantins,slow,454.2680353274619,11,1.4016,0.6107
Hopli_Toc_11,Hoplias_malabaricus,Tocantins,Tocantins,slow,530.7492729931859,12,1.3899,0.3991
Hopli_Toc_12,Hoplias_malabaricus,Tocantins,Tocantins,slow,483.54611540976117,1,0.0067,0.5712
Hopli_Toc_12,Hoplias_malabaricus,Tocantins,Tocantins,slow,450.9699869049279,2,0.1222,0.4368
Hopli_Toc_12,Hoplias_malabaricus,Tocantins,Tocantins,slow,546.2086029355183,3,0.1707,0.64
Hopli_Toc_12,Hoplias_malabaricus,Tocantins,Tocantins,slow,396.291046211229,4,0.2669,0.6354
Hopli_Toc_12,Hoplias_malabaricus,Tocantins,Tocantins,slow,448.0805959230117,5,0.3918,0.7641
Hopli_Toc_12,Hoplias_malabaricus,Tocantins,Tocantins,slow,469.8490316833162,6,0.3935,0.3078
Hopli_Toc_12,Hoplias_malabaricus,Tocantins,Tocantins,slow,448.07139685948846,7,0.5839,0.8338
Hopli_Toc_12,Hoplias_malabaricus,Tocantins,Tocantins,slow,488.26789503003687,8,0.7242,0.1817
Hopli_Toc_12,Hoplias_malabaricus,Tocantins,Tocantins,slow,422.34620798647563,9,0.9619,0.6328
Hopli_Toc_12,Hoplias_malabaricus,Tocantins,Tocantins,slow,488.85211074532174,10,0.9802,0.4327
Hopli_Toc_12,Hoplias_malabaricus,Tocantins,Tocantins,slow,373.2533876283975,11,1.3051,0.6211
Hopli_Toc_12,Hoplias_malabaricus,Tocantins,Tocantins,slow,465.40235064167086,12,1.3102,0.411
Hopli_Neg_01,Hoplias_malabaricus,Negro,Negro,slow,425.72458404995075,1,-0.0002,0.5325
Hopli_Neg_01,Hoplias_malabaricus,Negro,Negro,slow,517.3371569732669,2,0.121,0.4303
Hopli_Neg_01,Hoplias_malabaricus,Negro,Negro,slow,384.5558744264231,3,0.1699,0.6246
Hopli_Neg_01,Hoplias_malabaricus,Negro,Negro,slow,532.6585277950408,4,0.2673,0.6219
Hopli_Neg_01,Hoplias_malabaricus,Negro,Negro,slow,358.34523407517463,5,0.3864,0.7488
Hopli_Neg_01,Hoplias_malabaricus,Negro,Negro,slow,398.7001360908963,6,0.3846,0.3116
Hopli_Neg_01,Hoplias_malabaricus,Negro,Negro,slow,455.89467202658057,7,0.6054,0.8228
Hopli_Neg_01,Hoplias_malabaricus,Negro,Negro,slow,504.08160824511464,8,0.7122,0.2144
Hopli_Neg_01,Hoplias_malabaricus,Negro,Negro,slow,418.75731761497366,9,0.9875,0.6256
Hopli_Neg_01,Hoplias_malabaricus,Negro,Negro,slow,505.22929135652583,10,0.995,0.4045
Hopli_Neg_01,Hoplias_malabaricus,Negro,Negro,slow,431.0076244127697,11,1.3099,0.6116
Hopli_Neg_01,Hoplias_malabaricus,Negro,Negro,slow,477.49898901851645,12,1.2841,0.3797
