ObsDataID,AccSpeciesID,AccSpeciesName,TraitID,TraitName,StdValue,UnitName,Reference
214,66903,Phleum alpinum,14,Leaf nitrogen (N) content per leaf dry mass,28.3524,mg g-1,TRY contributor: Kattge et al. 2020
215,66903,Phleum alpinum,14,Leaf nitrogen (N) content per leaf dry mass,28.8433,mg g-1,TRY contributor: Kattge et al. 2020
216,66903,Phleum alpinum,3106,Plant height vegetative,34.8341,cm,Alpine trait survey CNRS 2021
217,66903,Phleum alpinum,3106,Plant height vegetative,,cm,GLORIA network 2019
218,66903,Phleum alpinum,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,4.3192,g g-1,LEFE Toulouse field campaign 2022
219,66903,Phleum alpinum,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,4.3179,g g-1,TRY contributor: Kattge et al. 2020
220,66903,Phleum alpinum,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,4.5443,g g-1,TRY contributor: Kattge et al. 2020
221,66903,Phleum alpinum,26,Seed dry mass,0.6215,mg,TRY contributor: Kattge et al. 2020
222,66903,Phleum alpinum,26,Seed dry mass,0.6291,mg,GLORIA network 2019
223,48294,Rumex alpinus,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",26.0254,mm2 mg-1,LEFE Toulouse field campaign 2022
224,48294,Rumex alpinus,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",23.0622,mm2 mg-1,GLORIA network 2019
225,48294,Rumex alpinus,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",148.61,mg g-1,TRY contributor: Kattge et al. 2020
226,48294,Rumex alpinus,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",140.4855,mg g-1,TRY contributor: Kattge et al. 2020
227,48294,Rumex alpinus,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",163.5371,mg g-1,Alpine trait survey CNRS 2021
228,48294,Rumex alpinus,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",122.8574,mg g-1,LEFE Toulouse field campaign 2022
229,48294,Rumex alpinus,14,Leaf nitrogen (N) content per leaf dry mass,35.4273,mg g-1,TRY contributor: Kattge et al. 2020
230,48294,Rumex alpinus,14,Leaf nitrogen (N) content per leaf dry mass,34.3645,mg g-1,Alpine trait survey CNRS 2021
231,48294,Rumex alpinus,14,Leaf nitrogen (N) content per leaf dry mass,35.9915,mg g-1,Alpine trait survey CNRS 2021
232,48294,Rumex alpinus,3106,Plant height vegetative,50.0306,cm,TRY contributor: Kattge et al. 2020
233,48294,Rumex alpinus,3106,Plant height vegetative,45.0403,cm,GLORIA network 2019
234,48294,Rumex alpinus,3106,Plant height vegetative,45.8749,cm,GLORIA network 2019
235,48294,Rumex alpinus,3106,Plant height vegetative,49.4151,cm,LEFE Toulouse field campaign 2022
236,48294,Rumex alpinus,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,6.3991,g g-1,LEFE Toulouse field campaign 2022
237,48294,Rumex alpinus,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,7.7136,g g-1,TRY contributor: Kattge et al. 2020
238,48294,Rumex alpinus,26,Seed dry mass,1.203,mg,GLORIA network 2019
239,48294,Rumex alpinus,26,Seed dry mass,,mg,TRY contributor: Kattge et al. 2020
240,89512,Chenopodium bonus,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",18.5227,mm2 mg-1,Alpine trait survey CNRS 2021
241,89512,Chenopodium bonus,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",20.4567,mm2 mg-1,Alpine trait survey CNRS 2021
242,89512,Chenopodium bonus,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",18.6819,mm2 mg-1,TRY contributor: Kattge et al. 2020
243,89512,Chenopodium bonus,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",18.9872,mm2 mg-1,Alpine trait survey CNRS 2021
244,89512,Chenopodium bonus,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",186.248,mg g-1,GLORIA network 2019
245,89512,Chenopodium bonus,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",169.7502,mg g-1,LEFE Toulouse field campaign 2022
246,89512,Chenopodium bonus,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",190.9623,mg g-1,TRY contributor: Kattge et al. 2020
247,89512,Chenopodium bonus,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",196.8632,mg g-1,TRY contributor: Kattge et al. 2020
248,89512,Chenopodium bonus,14,Leaf nitrogen (N) content per leaf dry mass,27.8258,mg g-1,GLORIA network 2019
249,89512,Chenopodium bonus,14,Leaf nitrogen (N) content per leaf dry mass,32.8281,mg g-1,LEFE Toulouse field campaign 2022
250,89512,Chenopodium bonus,14,Leaf nitrogen (N) content per leaf dry mass,31.3352,mg g-1,LEFE Toulouse field campaign 2022
251,89512,Chenopodium bonus,14,Leaf nitrogen (N) content per leaf dry mass,28.7668,mg g-1,GLORIA network 2019
252,89512,Chenopodium bonus,3106,Plant height vegetative,21.9154,cm,TRY contributor: Kattge et al. 2020
253,89512,Chenopodium bonus,3106,Plant height vegetative,24.4273,cm,TRY contributor: Kattge et al. 2020
254,89512,Chenopodium bonus,3106,Plant height vegetative,19.7924,cm,GLORIA network 2019
255,89512,Chenopodium bonus,3106,Plant height vegetative,26.1881,cm,TRY contributor: Kattge et al. 2020
256,89512,Chenopodium bonus,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,8.9512,g g-1,Alpine trait survey CNRS 2021
257,89512,Chenopodium bonus,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,8.23,g g-1,Alpine trait survey CNRS 2021
258,89512,Chenopodium bonus,26,Seed dry mass,0.4877,mg,LEFE Toulouse field campaign 2022
259,89512,Chenopodium bonus,26,Seed dry mass,0.3928,mg,GLORIA network 2019
260,89512,Chenopodium bonus,26,Seed dry mass,0.4245,mg,LEFE Toulouse field campaign 2022
261,89512,Chenopodium bonus,26,Seed dry mass,0.4527,mg,TRY contributor: Kattge et al. 2020
262,86266,Stellaria media,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",35.8171,mm2 mg-1,TRY contributor: Kattge et al. 2020
263,86266,Stellaria media,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",35.287,mm2 mg-1,Alpine trait survey CNRS 2021
264,86266,Stellaria media,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",33.6977,mm2 mg-1,Alpine trait survey CNRS 2021
265,86266,Stellaria media,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",34.7303,mm2 mg-1,GLORIA network 2019
266,86266,Stellaria media,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",99.898,mg g-1,LEFE Toulouse field campaign 2022
267,86266,Stellaria media,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",113.0482,mg g-1,Alpine trait survey CNRS 2021
268,86266,Stellaria media,14,Leaf nitrogen (N) content per leaf dry mass,38.874,mg g-1,GLORIA network 2019
269,86266,Stellaria media,14,Leaf nitrogen (N) content per leaf dry mass,38.3515,mg g-1,Alpine trait survey CNRS 2021
270,86266,Stellaria media,14,Leaf nitrogen (N) content per leaf dry mass,35.2938,mg g-1,TRY contributor: Kattge et al. 2020
271,86266,Stellaria media,14,Leaf nitrogen (N) content per leaf dry mass,33.6604,mg g-1,GLORIA network 2019
272,86266,Stellaria media,3106,Plant height vegetative,15.9075,cm,Alpine trait survey CNRS 2021
273,86266,Stellaria media,3106,Plant height vegetative,15.2357,cm,LEFE Toulouse field campaign 2022
274,86266,Stellaria media,3106,Plant height vegetative,14.9597,cm,TRY contributor: Kattge et al. 2020
275,86266,Stellaria media,3106,Plant height vegetative,14.957,cm,Alpine trait survey CNRS 2021
276,86266,Stellaria media,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,,g g-1,Alpine trait survey CNRS 2021
277,86266,Stellaria media,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,5.8209,g g-1,GLORIA network 2019
278,86266,Stellaria media,26,Seed dry mass,1.2132,mg,TRY contributor: Kattge et al. 2020
279,86266,Stellaria media,26,Seed dry mass,1.4239,mg,Alpine trait survey CNRS 2021
280,86266,Stellaria media,26,Seed dry mass,1.2736,mg,GLORIA network 2019
281,35069,Polygonum viviparum,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",29.5748,mm2 mg-1,Alpine trait survey CNRS 2021
282,35069,Polygonum viviparum,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",33.5289,mm2 mg-1,GLORIA network 2019
283,35069,Polygonum viviparum,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",151.5504,mg g-1,LEFE Toulouse field campaign 2022
284,35069,Polygonum viviparum,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",136.0959,mg g-1,GLORIA network 2019
285,35069,Polygonum viviparum,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",124.9299,mg g-1,Alpine trait survey CNRS 2021
286,35069,Polygonum viviparum,14,Leaf nitrogen (N) content per leaf dry mass,34.3769,mg g-1,GLORIA network 2019
287,35069,Polygonum viviparum,14,Leaf nitrogen (N) content per leaf dry mass,41.7759,mg g-1,LEFE Toulouse field campaign 2022
288,35069,Polygonum viviparum,3106,Plant height vegetative,27.6285,cm,GLORIA network 2019
289,35069,Polygonum viviparum,3106,Plant height vegetative,29.6476,cm,GLORIA network 2019
290,35069,Polygonum viviparum,3106,Plant height vegetative,29.5889,cm,Alpine trait survey CNRS 2021
291,35069,Polygonum viviparum,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,4.8489,g g-1,TRY contributor: Kattge et al. 2020
292,35069,Polygonum viviparum,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,4.7789,g g-1,TRY contributor: Kattge et al. 2020
293,35069,Polygonum viviparum,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,4.9612,g g-1,Alpine trait survey CNRS 2021
294,35069,Polygonum viviparum,26,Seed dry mass,0.8158,mg,Alpine trait survey CNRS 2021
295,35069,Polygonum viviparum,26,Seed dry mass,0.9063,mg,Alpine trait survey CNRS 2021
296,35069,Polygonum viviparum,26,Seed dry mass,0.8685,mg,TRY contributor: Kattge et al. 2020
297,35069,Polygonum viviparum,26,Seed dry mass,0.9319,mg,LEFE Toulouse field campaign 2022
298,3613,Ranunculus acris,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",24.1303,mm2 mg-1,TRY contributor: Kattge et al. 2020
299,3613,Ranunculus acris,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",28.628,mm2 mg-1,LEFE Toulouse field campaign 2022
300,3613,Ranunculus acris,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",164.1605,mg g-1,GLORIA network 2019
301,3613,Ranunculus acris,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",166.2605,mg g-1,GLORIA network 2019
302,3613,Ranunculus acris,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",154.3684,mg g-1,TRY contributor: Kattge et al. 2020
303,3613,Ranunculus acris,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",160.7835,mg g-1,GLORIA network 2019
304,3613,Ranunculus acris,14,Leaf nitrogen (N) content per leaf dry mass,34.8042,mg g-1,GLORIA network 2019
305,3613,Ranunculus acris,14,Leaf nitrogen (N) content per leaf dry mass,,mg g-1,Alpine trait survey CNRS 2021
306,3613,Ranunculus acris,3106,Plant height vegetative,37.3884,cm,Alpine trait survey CNRS 2021
307,3613,Ranunculus acris,3106,Plant height vegetative,34.7822,cm,GLORIA network 2019
308,3613,Ranunculus acris,3106,Plant height vegetative,33.9765,cm,Alpine trait survey CNRS 2021
309,3613,Ranunculus acris,3106,Plant height vegetative,36.4139,cm,Alpine trait survey CNRS 2021
310,3613,Ranunculus acris,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,7.1407,g g-1,TRY contributor: Kattge et al. 2020
311,3613,Ranunculus acris,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,7.4394,g g-1,TRY contributor: Kattge et al. 2020
312,3613,Ranunculus acris,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,7.2811,g g-1,LEFE Toulouse field campaign 2022
313,3613,Ranunculus acris,26,Seed dry mass,0.912,mg,LEFE Toulouse field campaign 2022
314,3613,Ranunculus acris,26,Seed dry mass,1.124,mg,LEFE Toulouse field campaign 2022
315,3613,Ranunculus acris,26,Seed dry mass,1.0164,mg,Alpine trait survey CNRS 2021
316,3613,Ranunculus acris,26,Seed dry mass,0.9658,mg,TRY contributor: Kattge et al. 2020
317,37255,Veronica alpina,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",27.5473,mm2 mg-1,GLORIA network 2019
318,37255,Veronica alpina,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",28.443,mm2 mg-1,TRY contributor: Kattge et al. 2020
319,37255,Veronica alpina,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",172.078,mg g-1,Alpine trait survey CNRS 2021
320,37255,Veronica alpina,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",147.0242,mg g-1,GLORIA network 2019
321,37255,Veronica alpina,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",,mg g-1,LEFE Toulouse field campaign 2022
322,37255,Veronica alpina,14,Leaf nitrogen (N) content per leaf dry mass,27.661,mg g-1,TRY contributor: Kattge et al. 2020
323,37255,Veronica alpina,14,Leaf nitrogen (N) content per leaf dry mass,,mg g-1,Alpine trait survey CNRS 2021
324,37255,Veronica alpina,14,Leaf nitrogen (N) content per leaf dry mass,29.1661,mg g-1,TRY contributor: Kattge et al. 2020
325,37255,Veronica alpina,3106,Plant height vegetative,24.9859,cm,GLORIA network 2019
326,37255,Veronica alpina,3106,Plant height vegetative,25.7608,cm,LEFE Toulouse field campaign 2022
327,37255,Veronica alpina,3106,Plant height vegetative,25.4603,cm,TRY contributor: Kattge et al. 2020
328,37255,Veronica alpina,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,6.6592,g g-1,Alpine trait survey CNRS 2021
329,37255,Veronica alpina,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,6.0343,g g-1,Alpine trait survey CNRS 2021
330,37255,Veronica alpina,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,6.5637,g g-1,Alpine trait survey CNRS 2021
331,37255,Veronica alpina,26,Seed dry mass,1.8387,mg,LEFE Toulouse field campaign 2022
332,37255,Veronica alpina,26,Seed dry mass,1.7867,mg,LEFE Toulouse field campaign 2022
333,37255,Veronica alpina,26,Seed dry mass,1.7452,mg,LEFE Toulouse field campaign 2022
334,37255,Veronica alpina,26,Seed dry mass,,mg,LEFE Toulouse field campaign 2022
335,96011,Vaccinium myrtillus,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",17.9482,mm2 mg-1,Alpine trait survey CNRS 2021
336,96011,Vaccinium myrtillus,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",,mm2 mg-1,TRY contributor: Kattge et al. 2020
337,96011,Vaccinium myrtillus,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",201.6718,mg g-1,LEFE Toulouse field campaign 2022
338,96011,Vaccinium myrtillus,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",200.224,mg g-1,Alpine trait survey CNRS 2021
339,96011,Vaccinium myrtillus,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",201.3234,mg g-1,TRY contributor: Kattge et al. 2020
340,96011,Vaccinium myrtillus,14,Leaf nitrogen (N) content per leaf dry mass,23.7905,mg g-1,Alpine trait survey CNRS 2021
341,96011,Vaccinium myrtillus,14,Leaf nitrogen (N) content per leaf dry mass,22.3305,mg g-1,Alpine trait survey CNRS 2021
342,96011,Vaccinium myrtillus,3106,Plant height vegetative,,cm,TRY contributor: Kattge et al. 2020
343,96011,Vaccinium myrtillus,3106,Plant height vegetative,20.9306,cm,Alpine trait survey CNRS 2021
344,96011,Vaccinium myrtillus,3106,Plant height vegetative,19.6593,cm,GLORIA network 2019
345,96011,Vaccinium myrtillus,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,3.3834,g g-1,Alpine trait survey CNRS 2021
346,96011,Vaccinium myrtillus,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,3.0439,g g-1,LEFE Toulouse field campaign 2022
347,96011,Vaccinium myrtillus,26,Seed dry mass,0.4823,mg,TRY contributor: Kattge et al. 2020
348,96011,Vaccinium myrtillus,26,Seed dry mass,0.3914,mg,LEFE Toulouse field campaign 2022
349,96011,Vaccinium myrtillus,26,Seed dry mass,0.457,mg,TRY contributor: Kattge et al. 2020
350,96011,Vaccinium myrtillus,26,Seed dry mass,,mg,GLORIA network 2019
351,39998,Rhododendron ferrugineum,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",10.1626,mm2 mg-1,LEFE Toulouse field campaign 2022
352,39998,Rhododendron ferrugineum,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",10.4686,mm2 mg-1,Alpine trait survey CNRS 2021
353,39998,Rhododendron ferrugineum,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",364.2151,mg g-1,GLORIA network 2019
354,39998,Rhododendron ferrugineum,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",369.915,mg g-1,LEFE Toulouse field campaign 2022
355,39998,Rhododendron ferrugineum,14,Leaf nitrogen (N) content per leaf dry mass,14.7589,mg g-1,Alpine trait survey CNRS 2021
356,39998,Rhododendron ferrugineum,14,Leaf nitrogen (N) content per leaf dry mass,14.5303,mg g-1,GLORIA network 2019
357,39998,Rhododendron ferrugineum,14,Leaf nitrogen (N) content per leaf dry mass,15.2851,mg g-1,GLORIA network 2019
358,39998,Rhododendron ferrugineum,3106,Plant height vegetative,30.9751,cm,TRY contributor: Kattge et al. 2020
359,39998,Rhododendron ferrugineum,3106,Plant height vegetative,,cm,TRY contributor: Kattge et al. 2020
360,39998,Rhododendron ferrugineum,3106,Plant height vegetative,28.7695,cm,Alpine trait survey CNRS 2021
361,39998,Rhododendron ferrugineum,3106,Plant height vegetative,29.6365,cm,Alpine trait survey CNRS 2021
362,39998,Rhododendron ferrugineum,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,3.3959,g g-1,LEFE Toulouse field campaign 2022
363,39998,Rhododendron ferrugineum,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,3.0718,g g-1,Alpine trait survey CNRS 2021
364,39998,Rhododendron ferrugineum,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,3.338,g g-1,LEFE Toulouse field campaign 2022
365,39998,Rhododendron ferrugineum,26,Seed dry mass,0.5978,mg,GLORIA network 2019
366,39998,Rhododendron ferrugineum,26,Seed dry mass,0.5639,mg,TRY contributor: Kattge et al. 2020
367,19392,Calluna vulgaris,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",14.9753,mm2 mg-1,TRY contributor: Kattge et al. 2020
368,19392,Calluna vulgaris,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",,mm2 mg-1,GLORIA network 2019
369,19392,Calluna vulgaris,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",15.3492,mm2 mg-1,TRY contributor: Kattge et al. 2020
370,19392,Calluna vulgaris,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",294.1913,mg g-1,Alpine trait survey CNRS 2021
371,19392,Calluna vulgaris,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",299.7742,mg g-1,Alpine trait survey CNRS 2021
372,19392,Calluna vulgaris,14,Leaf nitrogen (N) content per leaf dry mass,23.5662,mg g-1,TRY contributor: Kattge et al. 2020
373,19392,Calluna vulgaris,14,Leaf nitrogen (N) content per leaf dry mass,26.3306,mg g-1,TRY contributor: Kattge et al. 2020
374,19392,Calluna vulgaris,14,Leaf nitrogen (N) content per leaf dry mass,25.3202,mg g-1,Alpine trait survey CNRS 2021
375,19392,Calluna vulgaris,3106,Plant height vegetative,,cm,GLORIA network 2019
376,19392,Calluna vulgaris,3106,Plant height vegetative,38.2336,cm,LEFE Toulouse field campaign 2022
377,19392,Calluna vulgaris,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,3.7109,g g-1,GLORIA network 2019
378,19392,Calluna vulgaris,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,3.6089,g g-1,Alpine trait survey CNRS 2021
379,19392,Calluna vulgaris,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,3.4386,g g-1,TRY contributor: Kattge et al. 2020
380,19392,Calluna vulgaris,26,Seed dry mass,0.7,mg,TRY contributor: Kattge et al. 2020
381,19392,Calluna vulgaris,26,Seed dry mass,0.676,mg,TRY contributor: Kattge et al. 2020
382,19392,Calluna vulgaris,26,Seed dry mass,0.6604,mg,Alpine trait survey CNRS 2021
383,10290,Empetrum nigrum,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",10.649,mm2 mg-1,LEFE Toulouse field campaign 2022
384,10290,Empetrum nigrum,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",10.0171,mm2 mg-1,TRY contributor: Kattge et al. 2020
385,10290,Empetrum nigrum,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",353.0693,mg g-1,Alpine trait survey CNRS 2021
386,10290,Empetrum nigrum,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",340.2713,mg g-1,Alpine trait survey CNRS 2021
387,10290,Empetrum nigrum,14,Leaf nitrogen (N) content per leaf dry mass,17.1837,mg g-1,LEFE Toulouse field campaign 2022
388,10290,Empetrum nigrum,14,Leaf nitrogen (N) content per leaf dry mass,19.5716,mg g-1,TRY contributor: Kattge et al. 2020
389,10290,Empetrum nigrum,14,Leaf nitrogen (N) content per leaf dry mass,15.554,mg g-1,Alpine trait survey CNRS 2021
390,10290,Empetrum nigrum,14,Leaf nitrogen (N) content per leaf dry mass,17.2673,mg g-1,TRY contributor: Kattge et al. 2020
391,10290,Empetrum nigrum,3106,Plant height vegetative,11.8637,cm,LEFE Toulouse field campaign 2022
392,10290,Empetrum nigrum,3106,Plant height vegetative,,cm,LEFE Toulouse field campaign 2022
393,10290,Empetrum nigrum,3106,Plant height vegetative,11.5153,cm,LEFE Toulouse field campaign 2022
394,10290,Empetrum nigrum,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,2.7486,g g-1,LEFE Toulouse field campaign 2022
395,10290,Empetrum nigrum,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,2.7379,g g-1,GLORIA network 2019
396,10290,Empetrum nigrum,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,,g g-1,LEFE Toulouse field campaign 2022
397,10290,Empetrum nigrum,26,Seed dry mass,0.5641,mg,LEFE Toulouse field campaign 2022
398,10290,Empetrum nigrum,26,Seed dry mass,0.5032,mg,Alpine trait survey CNRS 2021
399,10290,Empetrum nigrum,26,Seed dry mass,0.5417,mg,GLORIA network 2019
400,97397,Loiseleuria procumbens,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",14.1711,mm2 mg-1,LEFE Toulouse field campaign 2022
401,97397,Loiseleuria procumbens,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",14.0072,mm2 mg-1,GLORIA network 2019
402,97397,Loiseleuria procumbens,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",258.2955,mg g-1,Alpine trait survey CNRS 2021
403,97397,Loiseleuria procumbens,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",216.671,mg g-1,TRY contributor: Kattge et al. 2020
404,97397,Loiseleuria procumbens,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",,mg g-1,LEFE Toulouse field campaign 2022
405,97397,Loiseleuria procumbens,14,Leaf nitrogen (N) content per leaf dry mass,20.2567,mg g-1,GLORIA network 2019
406,97397,Loiseleuria procumbens,14,Leaf nitrogen (N) content per leaf dry mass,20.8339,mg g-1,TRY contributor: Kattge et al. 2020
407,97397,Loiseleuria procumbens,14,Leaf nitrogen (N) content per leaf dry mass,20.9749,mg g-1,GLORIA network 2019
408,97397,Loiseleuria procumbens,14,Leaf nitrogen (N) content per leaf dry mass,22.0897,mg g-1,TRY contributor: Kattge et al. 2020
409,97397,Loiseleuria procumbens,3106,Plant height vegetative,22.8804,cm,LEFE Toulouse field campaign 2022
410,97397,Loiseleuria procumbens,3106,Plant height vegetative,21.6694,cm,Alpine trait survey CNRS 2021
411,97397,Loiseleuria procumbens,3106,Plant height vegetative,20.0857,cm,GLORIA network 2019
412,97397,Loiseleuria procumbens,3106,Plant height vegetative,20.5913,cm,TRY contributor: Kattge et al. 2020
413,97397,Loiseleuria procumbens,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,2.0523,g g-1,LEFE Toulouse field campaign 2022
414,97397,Loiseleuria procumbens,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,2.3423,g g-1,LEFE Toulouse field campaign 2022
415,97397,Loiseleuria procumbens,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,2.1529,g g-1,TRY contributor: Kattge et al. 2020
416,97397,Loiseleuria procumbens,6,Leaf water content per leaf fresh mass (LSWC): leaf water content,2.4409,g g-1,Alpine trait survey CNRS 2021
417,97397,Loiseleuria procumbens,26,Seed dry mass,0.2496,mg,GLORIA network 2019
418,97397,Loiseleuria procumbens,26,Seed dry mass,0.2416,mg,Alpine trait survey CNRS 2021
419,54696,Arctostaphylos uva ursi,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",12.4199,mm2 mg-1,LEFE Toulouse field campaign 2022
420,54696,Arctostaphylos uva ursi,3117,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",10.9681,mm2 mg-1,GLORIA network 2019
421,54696,Arctostaphylos uva ursi,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",334.8587,mg g-1,Alpine trait survey CNRS 2021
422,54696,Arctostaphylos uva ursi,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",311.9558,mg g-1,GLORIA network 2019
423,54696,Arctostaphylos uva ursi,47,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",303.3268,mg g-1,Alpine trait survey CNRS 2021
424,54696,Arctostaphylos uva ursi,14,Leaf nitrogen (N) content per leaf dry mass,17.8949,mg g-1,TRY contributor: Kattge et al. 2020
425,54696,Arctostaphylos uva ursi,14,Leaf nitrogen (N) content per leaf dry mass,17.9732,mg g-1,GLORIA network 2019
426,54696,Arctostaphylos uva ursi,14,Leaf nitrogen (N) content per leaf dry mass,17.8112,mg g-1,GLORIA network 2019
427,54696,Arctostaphylos uva ursi,3106,Plant height vegetative,23.1152,cm,GLORIA network 2019
428,54696,Arctostaphylos uva ursi,3106,Plant height vegetative,23.4682,cm,Alpine trait survey CNRS 2021
