species,PFT,population_id,population_elevation,individual_id,SLA,LDMC,LeafN,Height
Gentiana_nivalis,PFT_geophyte,Gen_5,1998.0,Gen_5_I1,21.66,239.1,29.72,22.3
Gentiana_nivalis,PFT_geophyte,Gen_5,1998.0,Gen_5_I2,22.89,203.4,26.06,26.6
Gentiana_nivalis,PFT_geophyte,Gen_5,1998.0,Gen_5_I3,21.13,222.3,25.05,21.7
Gentiana_nivalis,PFT_geophyte,Gen_5,1998.0,Gen_5_I4,19.87,197.5,25.7,21.1
Gentiana_nivalis,PFT_geophyte,Gen_5,1998.0,Gen_5_I5,18.64,236.0,24.27,28.3
Gentiana_nivalis,PFT_geophyte,Gen_6,2112.0,Gen_6_I1,17.96,237.7,30.95,26.4
Gentiana_nivalis,PFT_geophyte,Gen_6,2112.0,Gen_6_I2,18.16,239.3,27.63,25.5
Gentiana_nivalis,PFT_geophyte,Gen_6,2112.0,Gen_6_I3,21.1,242.2,30.91,22.6
Gentiana_nivalis,PFT_geophyte,Gen_6,2112.0,Gen_6_I4,22.52,212.3,25.63,22.0
Gentiana_nivalis,PFT_geophyte,Gen_6,2112.0,Gen_6_I5,24.13,264.8,23.82,24.0
Gentiana_nivalis,PFT_geophyte,Gen_7,2226.0,Gen_7_I1,20.4,248.3,25.05,24.1
Gentiana_nivalis,PFT_geophyte,Gen_7,2226.0,Gen_7_I2,21.01,255.4,22.02,27.0
Gentiana_nivalis,PFT_geophyte,Gen_7,2226.0,Gen_7_I3,20.25,220.7,28.34,22.3
Gentiana_nivalis,PFT_geophyte,Gen_7,2226.0,Gen_7_I4,23.89,224.7,26.5,26.2
Gentiana_nivalis,PFT_geophyte,Gen_7,2226.0,Gen_7_I5,20.1,232.0,31.65,23.6
Gentiana_nivalis,PFT_geophyte,Gen_8,2341.0,Gen_8_I1,20.44,238.0,25.32,22.4
Gentiana_nivalis,PFT_geophyte,Gen_8,2341.0,Gen_8_I2,20.23,241.5,25.05,26.3
Gentiana_nivalis,PFT_geophyte,Gen_8,2341.0,Gen_8_I3,18.18,211.5,27.68,23.5
Gentiana_nivalis,PFT_geophyte,Gen_8,2341.0,Gen_8_I4,18.72,225.9,28.84,25.4
Gentiana_nivalis,PFT_geophyte,Gen_8,2341.0,Gen_8_I5,19.51,245.2,27.86,20.0
Soldanella_alpina,PFT_geophyte,Sol_1,1883.0,Sol_1_I1,18.1,220.8,32.17,18.0
Soldanella_alpina,PFT_geophyte,Sol_1,1883.0,Sol_1_I2,19.2,206.7,29.84,17.2
Soldanella_alpina,PFT_geophyte,Sol_1,1883.0,Sol_1_I3,18.39,196.5,31.15,15.2
Soldanella_alpina,PFT_geophyte,Sol_1,1883.0,Sol_1_I4,19.31,186.8,29.19,15.4
Soldanella_alpina,PFT_geophyte,Sol_1,1883.0,Sol_1_I5,18.84,224.6,29.0,16.6
Soldanella_alpina,PFT_geophyte,Sol_2,1997.0,Sol_2_I1,18.96,199.2,27.12,16.4
Soldanella_alpina,PFT_geophyte,Sol_2,1997.0,Sol_2_I2,16.75,223.3,33.16,19.4
Soldanella_alpina,PFT_geophyte,Sol_2,1997.0,Sol_2_I3,17.27,187.9,31.21,18.7
Soldanella_alpina,PFT_geophyte,Sol_2,1997.0,Sol_2_I4,15.17,209.3,36.58,14.6
Soldanella_alpina,PFT_geophyte,Sol_2,1997.0,Sol_2_I5,18.66,183.1,32.34,17.2
Soldanella_alpina,PFT_geophyte,Sol_3,2111.0,Sol_3_I1,17.21,224.4,32.02,18.9
Soldanella_alpina,PFT_geophyte,Sol_3,2111.0,Sol_3_I2,16.5,234.1,26.0,21.0
Soldanella_alpina,PFT_geophyte,Sol_3,2111.0,Sol_3_I3,18.63,234.4,32.0,16.0
Soldanella_alpina,PFT_geophyte,Sol_3,2111.0,Sol_3_I4,16.76,237.7,34.34,17.8
Soldanella_alpina,PFT_geophyte,Sol_3,2111.0,Sol_3_I5,15.79,218.1,31.83,16.3
Soldanella_alpina,PFT_geophyte,Sol_4,2226.0,Sol_4_I1,16.23,200.8,40.28,17.6
Soldanella_alpina,PFT_geophyte,Sol_4,2226.0,Sol_4_I2,18.77,190.5,39.38,13.7
Soldanella_alpina,PFT_geophyte,Sol_4,2226.0,Sol_4_I3,17.57,220.0,33.77,16.9
Soldanella_alpina,PFT_geophyte,Sol_4,2226.0,Sol_4_I4,18.44,203.1,31.1,16.8
Soldanella_alpina,PFT_geophyte,Sol_4,2226.0,Sol_4_I5,14.64,193.0,28.83,18.1
Soldanella_alpina,PFT_geophyte,Sol_5,2340.0,Sol_5_I1,16.72,256.5,37.81,15.3
Soldanella_alpina,PFT_geophyte,Sol_5,2340.0,Sol_5_I2,16.77,215.0,32.32,16.0
Soldanella_alpina,PFT_geophyte,Sol_5,2340.0,Sol_5_I3,14.63,214.4,33.36,15.7
Soldanella_alpina,PFT_geophyte,Sol_5,2340.0,Sol_5_I4,15.06,253.3,37.61,16.1
Soldanella_alpina,PFT_geophyte,Sol_5,2340.0,Sol_5_I5,18.0,243.0,32.61,13.1
Soldanella_alpina,PFT_geophyte,Sol_6,2454.0,Sol_6_I1,16.04,244.0,30.9,19.9
Soldanella_alpina,PFT_geophyte,Sol_6,2454.0,Sol_6_I2,16.12,232.7,28.98,16.4
Soldanella_alpina,PFT_geophyte,Sol_6,2454.0,Sol_6_I3,16.39,232.3,33.86,19.8
Soldanella_alpina,PFT_geophyte,Sol_6,2454.0,Sol_6_I4,17.92,254.8,31.49,12.7
Soldanella_alpina,PFT_geophyte,Sol_6,2454.0,Sol_6_I5,14.64,220.1,31.73,13.7
Soldanella_alpina,PFT_geophyte,Sol_7,2568.0,Sol_7_I1,16.58,234.1,33.6,19.6
Soldanella_alpina,PFT_geophyte,Sol_7,2568.0,Sol_7_I2,14.38,244.7,26.81,15.9
Soldanella_alpina,PFT_geophyte,Sol_7,2568.0,Sol_7_I3,16.21,236.5,27.38,17.1
Soldanella_alpina,PFT_geophyte,Sol_7,2568.0,Sol_7_I4,15.88,227.6,31.83,17.9
Soldanella_alpina,PFT_geophyte,Sol_7,2568.0,Sol_7_I5,18.22,235.3,32.29,12.5
Soldanella_alpina,PFT_geophyte,Sol_8,2683.0,Sol_8_I1,15.41,243.5,34.79,16.5
Soldanella_alpina,PFT_geophyte,Sol_8,2683.0,Sol_8_I2,16.65,224.7,34.37,20.1
Soldanella_alpina,PFT_geophyte,Sol_8,2683.0,Sol_8_I3,15.46,235.3,35.42,16.7
Soldanella_alpina,PFT_geophyte,Sol_8,2683.0,Sol_8_I4,17.53,264.6,30.62,18.1
Soldanella_alpina,PFT_geophyte,Sol_8,2683.0,Sol_8_I5,14.54,203.7,28.99,15.0
Rumex_alpinus,PFT_ruderal,Rum_1,1545.0,Rum_1_I1,24.05,106.6,36.46,50.7
Rumex_alpinus,PFT_ruderal,Rum_1,1545.0,Rum_1_I2,29.14,128.0,32.0,51.0
Rumex_alpinus,PFT_ruderal,Rum_1,1545.0,Rum_1_I3,26.38,122.7,36.83,48.3
Rumex_alpinus,PFT_ruderal,Rum_1,1545.0,Rum_1_I4,25.09,128.8,32.54,43.6
Rumex_alpinus,PFT_ruderal,Rum_1,1545.0,Rum_1_I5,23.95,134.2,39.72,47.9
Rumex_alpinus,PFT_ruderal,Rum_2,1659.0,Rum_2_I1,28.34,120.3,40.49,43.7
Rumex_alpinus,PFT_ruderal,Rum_2,1659.0,Rum_2_I2,27.67,135.0,37.46,49.3
Rumex_alpinus,PFT_ruderal,Rum_2,1659.0,Rum_2_I3,27.74,147.7,31.34,45.3
Rumex_alpinus,PFT_ruderal,Rum_2,1659.0,Rum_2_I4,23.47,130.0,36.97,48.7
Rumex_alpinus,PFT_ruderal,Rum_2,1659.0,Rum_2_I5,29.86,136.7,36.67,44.6
Rumex_alpinus,PFT_ruderal,Rum_3,1774.0,Rum_3_I1,24.06,130.8,39.25,50.6
Rumex_alpinus,PFT_ruderal,Rum_3,1774.0,Rum_3_I2,27.41,150.2,36.91,48.0
Rumex_alpinus,PFT_ruderal,Rum_3,1774.0,Rum_3_I3,22.15,146.1,38.27,44.8
Rumex_alpinus,PFT_ruderal,Rum_3,1774.0,Rum_3_I4,26.95,147.9,38.06,43.9
Rumex_alpinus,PFT_ruderal,Rum_3,1774.0,Rum_3_I5,22.69,134.6,34.05,47.5
Rumex_alpinus,PFT_ruderal,Rum_4,1888.0,Rum_4_I1,23.15,126.0,33.99,40.4
Rumex_alpinus,PFT_ruderal,Rum_4,1888.0,Rum_4_I2,27.32,131.0,37.98,39.9
Rumex_alpinus,PFT_ruderal,Rum_4,1888.0,Rum_4_I3,26.77,156.7,38.04,45.7
Rumex_alpinus,PFT_ruderal,Rum_4,1888.0,Rum_4_I4,24.5,143.2,37.86,50.0
Rumex_alpinus,PFT_ruderal,Rum_4,1888.0,Rum_4_I5,25.53,162.7,30.52,38.2
Rumex_alpinus,PFT_ruderal,Rum_5,2002.0,Rum_5_I1,21.89,133.6,37.02,44.6
Rumex_alpinus,PFT_ruderal,Rum_5,2002.0,Rum_5_I2,23.99,134.3,37.42,45.0
Rumex_alpinus,PFT_ruderal,Rum_5,2002.0,Rum_5_I3,24.7,147.0,34.61,54.5
Rumex_alpinus,PFT_ruderal,Rum_5,2002.0,Rum_5_I4,27.13,170.2,39.91,42.9
Rumex_alpinus,PFT_ruderal,Rum_5,2002.0,Rum_5_I5,27.87,166.4,39.18,50.1
Rumex_alpinus,PFT_ruderal,Rum_6,2117.0,Rum_6_I1,27.06,170.0,34.35,54.1
Rumex_alpinus,PFT_ruderal,Rum_6,2117.0,Rum_6_I2,26.55,159.7,35.9,38.2
Rumex_alpinus,PFT_ruderal,Rum_6,2117.0,Rum_6_I3,26.16,151.7,36.64,38.8
Rumex_alpinus,PFT_ruderal,Rum_6,2117.0,Rum_6_I4,25.29,152.3,26.49,44.6
Rumex_alpinus,PFT_ruderal,Rum_6,2117.0,Rum_6_I5,24.59,165.4,37.8,49.5
Rumex_alpinus,PFT_ruderal,Rum_7,2231.0,Rum_7_I1,23.86,153.6,35.64,53.1
Rumex_alpinus,PFT_ruderal,Rum_7,2231.0,Rum_7_I2,25.37,161.6,34.63,52.7
Rumex_alpinus,PFT_ruderal,Rum_7,2231.0,Rum_7_I3,27.98,173.5,34.02,42.0
Rumex_alpinus,PFT_ruderal,Rum_7,2231.0,Rum_7_I4,23.1,171.0,38.88,45.8
Rumex_alpinus,PFT_ruderal,Rum_7,2231.0,Rum_7_I5,22.52,152.2,33.98,50.3
Rumex_alpinus,PFT_ruderal,Rum_8,2345.0,Rum_8_I1,23.78,169.7,41.83,43.0
Rumex_alpinus,PFT_ruderal,Rum_8,2345.0,Rum_8_I2,27.88,182.1,37.01,57.8
Rumex_alpinus,PFT_ruderal,Rum_8,2345.0,Rum_8_I3,20.51,170.5,37.37,48.7
Rumex_alpinus,PFT_ruderal,Rum_8,2345.0,Rum_8_I4,24.35,160.5,41.33,49.3
Rumex_alpinus,PFT_ruderal,Rum_8,2345.0,Rum_8_I5,27.54,175.7,34.97,33.0
Ranunculus_acris,PFT_ruderal,Ran_1,1400.0,Ran_1_I1,28.76,147.6,32.13,36.4
Ranunculus_acris,PFT_ruderal,Ran_1,1400.0,Ran_1_I2,27.04,148.5,33.1,41.7
Ranunculus_acris,PFT_ruderal,Ran_1,1400.0,Ran_1_I3,28.83,153.3,33.58,34.0
Ranunculus_acris,PFT_ruderal,Ran_1,1400.0,Ran_1_I4,30.4,138.2,35.32,32.6
Ranunculus_acris,PFT_ruderal,Ran_1,1400.0,Ran_1_I5,25.3,148.1,38.35,33.6
Ranunculus_acris,PFT_ruderal,Ran_2,1400.0,Ran_2_I1,33.36,147.9,35.71,29.0
Ranunculus_acris,PFT_ruderal,Ran_2,1400.0,Ran_2_I2,26.38,149.6,38.2,36.7
Ranunculus_acris,PFT_ruderal,Ran_2,1400.0,Ran_2_I3,26.19,121.7,34.7,41.9
Ranunculus_acris,PFT_ruderal,Ran_2,1400.0,Ran_2_I4,30.06,147.9,38.39,35.5
Ranunculus_acris,PFT_ruderal,Ran_2,1400.0,Ran_2_I5,24.46,150.4,35.16,25.6
Ranunculus_acris,PFT_ruderal,Ran_3,1448.0,Ran_3_I1,30.31,120.8,37.07,33.6
Ranunculus_acris,PFT_ruderal,Ran_3,1448.0,Ran_3_I2,27.34,140.2,36.66,37.6
Ranunculus_acris,PFT_ruderal,Ran_3,1448.0,Ran_3_I3,32.71,157.5,40.22,30.5
Ranunculus_acris,PFT_ruderal,Ran_3,1448.0,Ran_3_I4,27.84,146.4,34.14,34.2
Ranunculus_acris,PFT_ruderal,Ran_3,1448.0,Ran_3_I5,31.84,155.8,40.26,36.8
Ranunculus_acris,PFT_ruderal,Ran_4,1562.0,Ran_4_I1,27.08,155.3,38.74,35.2
Ranunculus_acris,PFT_ruderal,Ran_4,1562.0,Ran_4_I2,32.75,169.2,36.86,36.6
Ranunculus_acris,PFT_ruderal,Ran_4,1562.0,Ran_4_I3,31.2,162.7,40.05,27.9
Ranunculus_acris,PFT_ruderal,Ran_4,1562.0,Ran_4_I4,23.21,151.6,35.37,28.8
Ranunculus_acris,PFT_ruderal,Ran_4,1562.0,Ran_4_I5,30.72,150.2,35.42,32.3
Ranunculus_acris,PFT_ruderal,Ran_5,1676.0,Ran_5_I1,25.74,165.3,35.67,34.6
Ranunculus_acris,PFT_ruderal,Ran_5,1676.0,Ran_5_I2,26.95,164.5,37.8,29.8
Ranunculus_acris,PFT_ruderal,Ran_5,1676.0,Ran_5_I3,28.12,137.4,37.21,37.0
Ranunculus_acris,PFT_ruderal,Ran_5,1676.0,Ran_5_I4,28.42,139.8,27.14,31.4
Ranunculus_acris,PFT_ruderal,Ran_5,1676.0,Ran_5_I5,27.41,144.5,30.95,37.0
Ranunculus_acris,PFT_ruderal,Ran_6,1791.0,Ran_6_I1,23.18,184.7,39.03,38.7
Ranunculus_acris,PFT_ruderal,Ran_6,1791.0,Ran_6_I2,29.03,159.9,36.07,35.3
Ranunculus_acris,PFT_ruderal,Ran_6,1791.0,Ran_6_I3,32.23,165.8,36.12,32.9
Ranunculus_acris,PFT_ruderal,Ran_6,1791.0,Ran_6_I4,28.66,173.7,31.21,41.6
Ranunculus_acris,PFT_ruderal,Ran_6,1791.0,Ran_6_I5,25.82,159.3,33.99,37.0
Ranunculus_acris,PFT_ruderal,Ran_7,1905.0,Ran_7_I1,30.57,168.3,36.14,38.6
Ranunculus_acris,PFT_ruderal,Ran_7,1905.0,Ran_7_I2,32.92,194.6,37.72,29.3
Ranunculus_acris,PFT_ruderal,Ran_7,1905.0,Ran_7_I3,24.15,171.4,27.09,37.2
Ranunculus_acris,PFT_ruderal,Ran_7,1905.0,Ran_7_I4,25.52,175.5,36.5,37.9
Ranunculus_acris,PFT_ruderal,Ran_7,1905.0,Ran_7_I5,24.97,181.9,30.62,31.0
Ranunculus_acris,PFT_ruderal,Ran_8,2019.0,Ran_8_I1,26.02,197.4,32.53,31.6
Ranunculus_acris,PFT_ruderal,Ran_8,2019.0,Ran_8_I2,35.9,149.5,28.78,35.9
Ranunculus_acris,PFT_ruderal,Ran_8,2019.0,Ran_8_I3,26.3,191.4,34.51,38.0
Ranunculus_acris,PFT_ruderal,Ran_8,2019.0,Ran_8_I4,28.4,172.6,32.95,40.4
Ranunculus_acris,PFT_ruderal,Ran_8,2019.0,Ran_8_I5,27.59,170.3,37.38,41.3
Carex_firma,PFT_stress,Car_1,1805.0,Car_1_I1,14.31,327.4,25.65,6.1
Carex_firma,PFT_stress,Car_1,1805.0,Car_1_I2,15.77,267.8,21.83,6.0
Carex_firma,PFT_stress,Car_1,1805.0,Car_1_I3,16.74,282.9,19.97,6.1
Carex_firma,PFT_stress,Car_1,1805.0,Car_1_I4,14.57,269.2,24.46,6.8
Carex_firma,PFT_stress,Car_1,1805.0,Car_1_I5,16.0,272.1,18.41,4.6
Carex_firma,PFT_stress,Car_2,1920.0,Car_2_I1,14.06,277.3,19.62,4.9
Carex_firma,PFT_stress,Car_2,1920.0,Car_2_I2,14.65,310.2,17.86,5.7
Carex_firma,PFT_stress,Car_2,1920.0,Car_2_I3,15.21,323.6,23.72,5.9
Carex_firma,PFT_stress,Car_2,1920.0,Car_2_I4,13.71,288.8,24.99,4.0
Carex_firma,PFT_stress,Car_2,1920.0,Car_2_I5,14.34,310.7,21.85,6.1
Carex_firma,PFT_stress,Car_3,2034.0,Car_3_I1,14.79,272.1,23.15,5.7
Carex_firma,PFT_stress,Car_3,2034.0,Car_3_I2,14.64,271.9,22.98,5.2
Carex_firma,PFT_stress,Car_3,2034.0,Car_3_I3,14.29,302.8,21.09,6.6
Carex_firma,PFT_stress,Car_3,2034.0,Car_3_I4,14.06,289.5,17.6,4.8
Carex_firma,PFT_stress,Car_3,2034.0,Car_3_I5,14.15,281.2,22.28,6.1
Carex_firma,PFT_stress,Car_4,2148.0,Car_4_I1,15.47,306.8,23.0,6.2
Carex_firma,PFT_stress,Car_4,2148.0,Car_4_I2,14.27,279.8,20.63,5.4
Carex_firma,PFT_stress,Car_4,2148.0,Car_4_I3,11.86,274.6,22.8,6.1
Carex_firma,PFT_stress,Car_4,2148.0,Car_4_I4,13.62,292.5,19.38,6.1
Carex_firma,PFT_stress,Car_4,2148.0,Car_4_I5,14.11,301.6,21.75,6.2
Carex_firma,PFT_stress,Car_5,2262.0,Car_5_I1,12.43,284.5,22.03,6.7
Carex_firma,PFT_stress,Car_5,2262.0,Car_5_I2,12.02,307.4,21.61,6.0
Carex_firma,PFT_stress,Car_5,2262.0,Car_5_I3,14.38,297.7,19.98,5.8
Carex_firma,PFT_stress,Car_5,2262.0,Car_5_I4,14.71,298.3,21.17,6.6
Carex_firma,PFT_stress,Car_5,2262.0,Car_5_I5,13.35,291.8,20.39,6.5
Carex_firma,PFT_stress,Car_6,2377.0,Car_6_I1,12.68,298.8,17.25,6.6
Carex_firma,PFT_stress,Car_6,2377.0,Car_6_I2,13.59,333.4,22.57,4.6
Carex_firma,PFT_stress,Car_6,2377.0,Car_6_I3,11.54,308.4,23.52,7.0
Carex_firma,PFT_stress,Car_6,2377.0,Car_6_I4,12.61,332.3,20.48,6.1
Carex_firma,PFT_stress,Car_6,2377.0,Car_6_I5,12.68,285.3,22.06,6.0
Carex_firma,PFT_stress,Car_7,2491.0,Car_7_I1,11.54,318.9,25.06,6.9
Carex_firma,PFT_stress,Car_7,2491.0,Car_7_I2,11.36,279.1,24.6,5.4
Carex_firma,PFT_stress,Car_7,2491.0,Car_7_I3,12.42,278.5,25.44,6.0
Carex_firma,PFT_stress,Car_7,2491.0,Car_7_I4,11.18,337.3,20.83,5.0
Carex_firma,PFT_stress,Car_7,2491.0,Car_7_I5,12.88,275.3,21.54,6.4
Carex_firma,PFT_stress,Car_8,2605.0,Car_8_I1,13.32,332.1,22.08,6.1
Carex_firma,PFT_stress,Car_8,2605.0,Car_8_I2,12.11,320.0,22.11,5.4
Carex_firma,PFT_stress,Car_8,2605.0,Car_8_I3,11.09,330.0,21.59,5.9
Carex_firma,PFT_stress,Car_8,2605.0,Car_8_I4,11.82,290.8,23.17,4.1
Carex_firma,PFT_stress,Car_8,2605.0,Car_8_I5,12.71,296.7,20.31,4.7
Aster_alpinus,PFT_stress,Ast_1,1839.0,Ast_1_I1,10.52,318.7,17.99,5.5
Aster_alpinus,PFT_stress,Ast_1,1839.0,Ast_1_I2,10.1,307.2,15.03,6.1
Aster_alpinus,PFT_stress,Ast_1,1839.0,Ast_1_I3,10.93,352.8,14.51,6.7
Aster_alpinus,PFT_stress,Ast_1,1839.0,Ast_1_I4,11.84,296.1,15.98,6.5
Aster_alpinus,PFT_stress,Ast_1,1839.0,Ast_1_I5,11.15,322.5,18.67,6.0
Aster_alpinus,PFT_stress,Ast_2,1953.0,Ast_2_I1,9.58,279.8,12.75,6.6
Aster_alpinus,PFT_stress,Ast_2,1953.0,Ast_2_I2,10.3,335.3,15.66,7.0
Aster_alpinus,PFT_stress,Ast_2,1953.0,Ast_2_I3,10.11,316.8,14.68,6.2
Aster_alpinus,PFT_stress,Ast_2,1953.0,Ast_2_I4,10.43,318.7,16.18,6.1
Aster_alpinus,PFT_stress,Ast_2,1953.0,Ast_2_I5,10.08,301.9,13.32,5.9
Aster_alpinus,PFT_stress,Ast_3,2068.0,Ast_3_I1,10.68,331.0,12.46,6.6
Aster_alpinus,PFT_stress,Ast_3,2068.0,Ast_3_I2,9.22,340.0,14.34,6.8
Aster_alpinus,PFT_stress,Ast_3,2068.0,Ast_3_I3,9.83,374.7,15.02,7.5
Aster_alpinus,PFT_stress,Ast_3,2068.0,Ast_3_I4,10.83,327.4,15.08,5.7
Aster_alpinus,PFT_stress,Ast_3,2068.0,Ast_3_I5,9.13,418.2,14.09,6.5
Aster_alpinus,PFT_stress,Ast_4,2182.0,Ast_4_I1,8.76,365.7,14.57,7.2
Aster_alpinus,PFT_stress,Ast_4,2182.0,Ast_4_I2,9.15,344.0,15.88,7.8
Aster_alpinus,PFT_stress,Ast_4,2182.0,Ast_4_I3,8.5,362.9,19.1,6.1
Aster_alpinus,PFT_stress,Ast_4,2182.0,Ast_4_I4,9.07,363.6,15.46,7.9
Aster_alpinus,PFT_stress,Ast_4,2182.0,Ast_4_I5,10.59,303.1,15.25,8.0
Aster_alpinus,PFT_stress,Ast_5,2296.0,Ast_5_I1,9.42,336.1,15.87,8.3
Aster_alpinus,PFT_stress,Ast_5,2296.0,Ast_5_I2,9.81,381.0,16.45,6.9
Aster_alpinus,PFT_stress,Ast_5,2296.0,Ast_5_I3,8.38,373.9,16.22,7.1
Aster_alpinus,PFT_stress,Ast_5,2296.0,Ast_5_I4,8.71,343.4,14.04,6.8
Aster_alpinus,PFT_stress,Ast_5,2296.0,Ast_5_I5,9.8,321.8,14.45,8.3
Aster_alpinus,PFT_stress,Ast_6,2410.0,Ast_6_I1,8.85,387.1,15.27,6.5
Aster_alpinus,PFT_stress,Ast_6,2410.0,Ast_6_I2,9.43,349.2,15.81,8.2
Aster_alpinus,PFT_stress,Ast_6,2410.0,Ast_6_I3,9.85,404.0,17.19,6.3
Aster_alpinus,PFT_stress,Ast_6,2410.0,Ast_6_I4,8.12,369.0,13.68,6.1
Aster_alpinus,PFT_stress,Ast_6,2410.0,Ast_6_I5,8.48,336.2,15.63,7.3
Aster_alpinus,PFT_stress,Ast_7,2525.0,Ast_7_I1,7.54,371.9,12.51,7.9
Aster_alpinus,PFT_stress,Ast_7,2525.0,Ast_7_I2,7.77,364.0,13.29,7.2
Aster_alpinus,PFT_stress,Ast_7,2525.0,Ast_7_I3,6.32,347.8,15.3,6.9
Aster_alpinus,PFT_stress,Ast_7,2525.0,Ast_7_I4,10.2,353.8,14.07,7.7
Aster_alpinus,PFT_stress,Ast_7,2525.0,Ast_7_I5,9.63,336.1,12.86,7.6
Aster_alpinus,PFT_stress,Ast_8,2639.0,Ast_8_I1,8.09,365.0,15.81,6.5
Aster_alpinus,PFT_stress,Ast_8,2639.0,Ast_8_I2,6.78,406.0,13.49,7.0
Aster_alpinus,PFT_stress,Ast_8,2639.0,Ast_8_I3,8.59,337.3,15.06,7.6
Aster_alpinus,PFT_stress,Ast_8,2639.0,Ast_8_I4,6.96,369.8,14.21,7.9
Aster_alpinus,PFT_stress,Ast_8,2639.0,Ast_8_I5,7.39,334.3,15.7,7.1
